id_musica,titulo,artista,genero,ano_lancamento,duracao_ms,popularidade,streams_milhoes,danceability,energy,valence,acousticness,speechiness,liveness,bpm,tom,modo,explicito,selo
TRK04493,Body Crazy,Future,Hip-Hop,2010,246157,22,330.5,0.795,0.641,0.527,0.554,0.434,0.038,104,B,Menor,Sim,Sony Music
TRK04494,Moon Maybe Everything,Cardi B,Hip-Hop,2019,228421,76,1009.8,0.794,0.388,0.656,0.058,0.065,0.248,116,B,Menor,Não,Columbia Records
TRK04495,Star We,Paramore,Rock,2016,260046,57,668.6,0.494,0.848,0.513,0.159,0.28,0.466,128,D,Maior,Não,Universal Music
TRK04496,Sunshine Joy,Tiësto,Electronic,2022,204888,38,438.1,0.685,0.835,0.663,0.339,0.353,0.233,144,F,Maior,Não,Interscope
TRK04497,Falling,Olivia Rodrigo,Pop,2023,165457,54,629.8,0.599,0.795,0.565,0.05,0.323,0.063,121,G#,Menor,Não,RCA Records
TRK04498,Rain Yesterday Better,Kygo,Electronic,2025,205385,64,681.9,0.604,0.766,0.197,0.11,0.184,0.217,119,D,Maior,Não,Atlantic Records
TRK04499,Fire Somewhere,Ariana Grande,Pop,2010,214730,20,258.1,0.594,0.846,0.61,0.17,0.305,0.125,125,G#,Menor,Não,RCA Records
TRK04500,Dancing Dream Forever,Mac DeMarco,Indie,2025,182943,93,1019.9,0.2,0.575,0.423,0.36,0.09,0.384,107,D,Menor,Não,Interscope
TRK04501,Pain Dream,The Weeknd,Rock,2025,304065,76,848.7,0.513,0.771,0.385,0.249,0.052,0.03,140,C#,Menor,Não,Republic Records
TRK04502,Together,Kanye West,Hip-Hop,2022,133906,72,831.6,0.909,0.547,0.662,0.228,0.076,0.135,88,D#,Maior,Não,Republic Records
TRK04503,Summer,MGMT,Indie,2025,197606,86,1042.7,0.494,0.403,0.483,0.268,0.281,0.192,99,G#,Menor,Não,Sony Music
TRK04504,Paradise Light,H.E.R.,R&B,2020,313289,67,818.2,0.816,0.477,0.487,0.441,0.051,0.221,70,G#,Menor,Não,Capitol Records
TRK04505,Want Hello,Travis Scott,Hip-Hop,2017,211739,45,427.7,0.673,0.764,0.101,0.162,0.094,0.185,89,F,Maior,Sim,RCA Records
TRK04506,Paradise Need Tomorrow,Future,Hip-Hop,2018,249182,72,923.4,0.761,0.592,0.455,0.034,0.067,0.076,124,C#,Menor,Sim,Capitol Records
TRK04507,God's Menu,(G)I-DLE,K-Pop,2019,288051,79,925.4,0.724,0.471,0.402,0.478,0.318,0.249,110,G,Maior,Não,Republic Records
TRK04508,We Anywhere,Khalid,R&B,2010,185530,58,703.7,0.729,0.539,0.634,0.147,0.072,0.069,109,D#,Maior,Não,RCA Records
TRK04509,Lonely Always,Florence + The Machine,Indie,2022,214969,48,565.3,0.515,0.757,0.05,0.534,0.282,0.344,110,G,Maior,Não,Independent
TRK04510,Fire Gone Tears,Cardi B,Hip-Hop,2018,252036,72,910.9,0.898,0.703,0.308,0.033,0.296,0.236,101,C#,Menor,Não,RCA Records
TRK04511,Smile Shining Today,Selena Gomez,Pop,2015,241548,51,600.8,0.59,0.901,0.66,0.602,0.205,0.324,88,D,Maior,Não,Interscope
TRK04512,Sunshine Always,Panic! At The Disco,Rock,2017,159243,36,464.3,0.814,0.793,0.178,0.324,0.12,0.263,133,C#,Menor,Não,Capitol Records
TRK04513,How You Like That,aespa,K-Pop,2010,272922,48,641.1,0.745,0.69,0.549,0.352,0.182,0.311,103,B,Maior,Não,Interscope
TRK04514,Memories,Katy Perry,Pop,2021,195381,53,534.6,0.7,0.693,0.701,0.463,0.151,0.201,123,G,Maior,Não,Independent
TRK04515,Memories Heart,The Weeknd,R&B,2019,243591,95,1099.5,0.701,0.661,0.633,0.167,0.104,0.108,102,A#,Menor,Não,Republic Records
TRK04516,Gone Better,Katy Perry,Pop,2023,179367,92,1031.3,0.647,0.876,0.389,0.276,0.128,0.055,117,C,Menor,Sim,Independent
TRK04517,Believe Shining Angel,Chris Stapleton,Country,2016,270535,71,831.7,0.485,0.595,0.85,0.207,0.246,0.297,107,D,Maior,Não,Interscope
TRK04518,Nothing Closer Shine,Olivia Rodrigo,Pop,2016,196246,70,984.6,0.677,0.811,0.552,0.647,0.392,0.503,101,A#,Menor,Não,RCA Records
TRK04519,Young Memories,Dua Lipa,Pop,2019,233432,73,832.1,0.752,0.795,0.481,0.255,0.162,0.064,143,D#,Maior,Sim,Interscope
TRK04520,Kill This Love,BTS,K-Pop,2020,217682,68,810.5,0.595,0.724,0.778,0.201,0.165,0.059,113,F,Menor,Não,Universal Music
TRK04521,Cookie,LE SSERAFIM,K-Pop,2016,213149,62,776.2,0.524,0.384,0.172,0.323,0.118,0.041,113,C#,Menor,Não,Capitol Records
TRK04522,Falling Bright,Morgan Wallen,Country,2016,182667,80,849.2,0.665,0.744,0.458,0.419,0.287,0.269,112,F,Maior,Não,Atlantic Records
TRK04523,Tears,Twenty One Pilots,Rock,2011,256539,27,285.9,0.2,0.546,0.434,0.112,0.161,0.247,124,D#,Maior,Não,Republic Records
TRK04524,Dance Sunshine Heaven,Major Lazer,Electronic,2024,112842,66,817.8,0.751,0.763,0.568,0.185,0.276,0.033,124,D#,Maior,Sim,Atlantic Records
TRK04525,Yesterday,Adele,Pop,2025,172939,78,928.4,0.75,0.649,0.221,0.746,0.145,0.131,107,G#,Maior,Sim,Def Jam
TRK04526,Memories Moon,J. Cole,Hip-Hop,2023,217885,71,891.2,0.606,0.751,0.572,0.243,0.18,0.112,121,D#,Menor,Sim,Def Jam
TRK04527,Never We,Twenty One Pilots,Rock,2019,155362,80,967.5,0.255,0.564,0.643,0.141,0.175,0.036,135,G,Menor,Não,Sony Music
TRK04528,Touch Shining,Maroon 5,Rock,2014,150034,54,552.8,0.515,0.929,0.99,0.616,0.119,0.147,117,E,Menor,Não,Capitol Records
TRK04529,Fancy,TWICE,K-Pop,2020,179679,59,632.6,0.572,0.823,0.646,0.273,0.284,0.166,113,F,Maior,Não,Interscope
TRK04530,Smile Angel,Alan Walker,Electronic,2019,284326,67,782.2,0.85,0.903,0.739,0.571,0.083,0.397,127,C,Maior,Não,Warner Music
TRK04531,Butter,SEVENTEEN,K-Pop,2013,139703,15,177.6,0.791,0.636,0.622,0.187,0.108,0.11,119,E,Maior,Sim,Independent
TRK04532,Always,Chris Brown,R&B,2011,290543,62,765.1,0.603,0.351,0.505,0.401,0.302,0.106,88,B,Menor,Não,Warner Music
TRK04533,Maybe Today,Disclosure,Electronic,2018,189453,58,747.5,0.718,0.741,0.597,0.479,0.433,0.304,155,A,Maior,Não,Republic Records
TRK04534,Stronger,Hozier,Indie,2024,128088,61,710.3,0.696,0.475,0.478,0.072,0.101,0.212,108,B,Maior,Não,Def Jam
TRK04535,Tears Magic,Justin Bieber,Pop,2017,241320,85,1069.1,0.704,0.712,0.854,0.037,0.205,0.378,117,F,Menor,Não,RCA Records
TRK04536,Falling,Panic! At The Disco,Rock,2022,272812,92,1162.5,0.563,0.911,0.536,0.686,0.248,0.04,121,B,Maior,Sim,Warner Music
TRK04537,Free Dream,Red Hot Chili Peppers,Rock,2015,220045,58,648.7,0.678,0.78,0.602,0.112,0.141,0.409,172,B,Menor,Não,Interscope
TRK04538,Dancing,Calvin Harris,Electronic,2025,218311,75,907.7,0.667,0.976,0.598,0.32,0.308,0.183,109,E,Maior,Não,Atlantic Records
TRK04539,Higher Goodbye,OneRepublic,Rock,2024,260649,53,664.3,0.683,0.806,0.483,0.315,0.285,0.141,166,F#,Maior,Não,RCA Records
TRK04540,Forever,Travis Scott,Hip-Hop,2020,254494,78,948.8,0.869,0.687,0.838,0.468,0.182,0.424,104,D,Menor,Sim,Def Jam
TRK04541,Feel Goodbye,Linkin Park,Rock,2016,154063,33,421.1,0.775,0.665,0.434,0.422,0.181,0.02,139,A#,Menor,Não,Def Jam
TRK04542,Ditto,SEVENTEEN,K-Pop,2020,246529,73,912.9,0.856,0.792,0.99,0.036,0.302,0.316,133,A,Maior,Sim,Def Jam
TRK04543,Closer Fire,Shawn Mendes,Pop,2021,148745,38,362.5,0.586,0.719,0.537,0.202,0.276,0.177,129,C,Maior,Sim,Universal Music
TRK04544,Hold Dark,SZA,R&B,2020,151354,58,636.1,0.628,0.626,0.746,0.056,0.109,0.28,84,G,Menor,Não,Interscope
TRK04545,Yours Apart Nothing,Carrie Underwood,Country,2021,211347,42,525.4,0.582,0.401,0.388,0.443,0.149,0.166,122,G#,Menor,Não,Sony Music
TRK04546,Dynamite,ENHYPEN,K-Pop,2016,249213,51,511.8,0.705,0.685,0.864,0.134,0.29,0.32,81,F#,Maior,Não,Republic Records
TRK04547,Mine Want,21 Savage,Hip-Hop,2022,171080,65,850.5,0.697,0.592,0.385,0.258,0.276,0.32,84,A#,Menor,Não,Independent
TRK04548,Lost Kiss,Florence + The Machine,Indie,2023,207941,64,774.1,0.526,0.2,0.545,0.241,0.1,0.532,108,B,Maior,Não,Atlantic Records
TRK04549,Sun Higher,Post Malone,Hip-Hop,2021,247255,75,872.2,0.679,0.536,0.682,0.385,0.04,0.114,87,C#,Menor,Não,Columbia Records
TRK04550,We Mind Us,Charlie Puth,Pop,2023,199315,100,1231.0,0.814,0.754,0.644,0.057,0.579,0.038,105,A,Menor,Não,Columbia Records
TRK04551,Nothing Heart,Keith Urban,Country,2023,223968,74,802.5,0.477,0.537,0.333,0.213,0.072,0.376,84,A#,Maior,Não,Universal Music
TRK04552,Suelta,Ozuna,Latin,2019,227950,43,500.5,0.848,0.934,0.331,0.562,0.548,0.16,128,B,Menor,Não,RCA Records
TRK04553,Beautiful Heart,Daft Punk,Electronic,2020,208748,56,679.9,0.962,0.793,0.587,0.137,0.198,0.364,106,D,Menor,Não,RCA Records
TRK04554,Want Star,Billie Eilish,Pop,2022,167512,93,1118.8,0.647,0.804,0.615,0.035,0.088,0.176,118,B,Maior,Não,RCA Records
TRK04555,Moon We,Arctic Monkeys,Rock,2022,245261,77,932.4,0.522,0.89,0.237,0.448,0.257,0.283,126,C#,Menor,Sim,Interscope
TRK04556,Closer Forever,Harry Styles,Pop,2021,208197,50,679.7,0.612,0.691,0.378,0.164,0.344,0.146,118,G,Maior,Não,Warner Music
TRK04557,Hello Free Joy,The Chainsmokers,Electronic,2018,177497,30,440.8,0.789,0.897,0.639,0.435,0.149,0.161,95,C,Maior,Sim,Capitol Records
TRK04558,Shining Young,Doja Cat,Hip-Hop,2024,179968,32,456.6,0.809,0.65,0.39,0.187,0.198,0.082,87,A,Menor,Sim,RCA Records
TRK04559,Mind We,Charlie Puth,Pop,2024,268752,59,717.0,0.577,0.737,0.323,0.533,0.127,0.06,139,C,Menor,Não,Warner Music
TRK04560,Run Smile,Arcade Fire,Indie,2013,274195,42,479.0,0.554,0.572,0.901,0.652,0.269,0.188,139,G,Maior,Não,Universal Music
TRK04561,Sun Everything,Usher,R&B,2025,192984,96,1175.5,0.587,0.553,0.53,0.445,0.104,0.335,104,C,Maior,Não,Def Jam
TRK04562,Maniac,aespa,K-Pop,2017,230314,37,521.7,0.809,0.542,0.761,0.454,0.217,0.095,102,F#,Menor,Não,Warner Music
TRK04563,Reggaetón Noche,Zion & Lennox,Reggaeton,2025,108682,36,339.9,0.762,0.757,0.632,0.146,0.348,0.059,123,C,Menor,Não,Interscope
TRK04564,Want Night,Future,Hip-Hop,2019,238014,82,943.6,0.689,0.803,0.529,0.165,0.02,0.038,60,A,Maior,Sim,Capitol Records
TRK04565,Believe Body Star,Cardi B,Hip-Hop,2019,254342,63,720.7,0.769,0.676,0.386,0.267,0.07,0.423,89,A,Maior,Sim,Warner Music
TRK04566,Touch Maybe,"Tyler, The Creator",Hip-Hop,2020,169362,71,776.0,0.813,0.765,0.25,0.484,0.16,0.071,109,A#,Menor,Sim,Warner Music
TRK04567,Imposible Corazón,Nicky Jam,Latin,2023,212462,49,632.7,0.765,0.748,0.485,0.27,0.271,0.501,133,B,Menor,Não,Def Jam
TRK04568,Paradise Always,Maroon 5,Rock,2024,289323,39,433.6,0.482,0.79,0.448,0.213,0.133,0.14,145,C,Menor,Não,Interscope
TRK04569,Beautiful Together Sky,Billie Eilish,Pop,2025,242658,65,858.9,0.712,0.755,0.674,0.452,0.288,0.312,101,F#,Maior,Não,Interscope
TRK04570,Shadow Today Laugh,Diplo,Electronic,2020,223804,56,792.1,0.851,0.809,0.403,0.263,0.121,0.147,134,E,Menor,Não,Warner Music
TRK04571,Cry Better,Jason Aldean,Country,2021,261962,35,343.3,0.524,0.616,0.725,0.408,0.255,0.277,121,F#,Menor,Não,Sony Music
TRK04572,Burning Angel,Coldplay,Rock,2018,158974,65,716.2,0.78,0.685,0.65,0.238,0.121,0.536,125,G#,Maior,Não,Universal Music
TRK04573,Loca,Karol G,Latin,2015,251685,71,855.6,0.823,0.708,0.558,0.457,0.222,0.153,138,F#,Maior,Sim,Capitol Records
TRK04574,Sunshine,Future,Hip-Hop,2012,190591,55,756.1,0.803,0.749,0.699,0.276,0.146,0.216,100,D#,Menor,Não,Independent
TRK04575,I AM,LE SSERAFIM,K-Pop,2021,182976,73,770.5,0.704,0.81,0.694,0.028,0.126,0.118,109,A,Maior,Não,Republic Records
TRK04576,Goodbye Dance,Sabrina Carpenter,Pop,2024,319190,68,833.2,0.544,0.719,0.782,0.095,0.233,0.306,122,C#,Menor,Não,Sony Music
TRK04577,Shine Pain,Taylor Swift,Pop,2022,298500,48,668.6,0.489,0.686,0.645,0.169,0.058,0.221,111,D#,Maior,Não,Sony Music
TRK04578,After Like,Stray Kids,K-Pop,2025,257242,98,1168.2,0.593,0.545,0.668,0.554,0.548,0.249,140,A#,Maior,Não,Interscope
TRK04579,Joy,Frank Ocean,R&B,2018,337743,100,1160.5,0.713,0.641,0.644,0.328,0.287,0.198,69,D,Menor,Não,Capitol Records
TRK04580,Apart,Ed Sheeran,Pop,2021,171984,71,822.9,0.763,0.935,0.915,0.187,0.05,0.086,110,G,Maior,Não,RCA Records
TRK04581,Cry Need,Ariana Grande,Pop,2018,216697,81,1008.6,0.821,0.716,0.594,0.233,0.176,0.041,132,D#,Maior,Sim,RCA Records
TRK04582,Feel Everything Body,Daniel Caesar,R&B,2015,247875,53,568.5,0.697,0.438,0.881,0.393,0.314,0.116,81,C,Maior,Sim,Universal Music
TRK04583,Yesterday,Usher,R&B,2016,262674,49,626.1,0.48,0.531,0.623,0.24,0.094,0.092,92,D#,Maior,Não,Interscope
TRK04584,Pink Venom,EXO,K-Pop,2022,157733,91,1165.4,0.703,0.522,0.675,0.16,0.242,0.249,119,D#,Menor,Não,Capitol Records
TRK04585,Feel,Katy Perry,Pop,2024,253478,48,584.8,0.561,0.784,0.764,0.275,0.085,0.32,113,E,Menor,Não,Atlantic Records
TRK04586,Forever Apart Maybe,Beyoncé,R&B,2017,194481,68,794.2,0.609,0.546,0.919,0.388,0.087,0.116,101,D,Maior,Sim,Universal Music
TRK04587,Sky Fire,Miranda Lambert,Country,2025,201478,58,748.4,0.808,0.704,0.512,0.25,0.182,0.308,127,B,Maior,Não,RCA Records
TRK04588,Falling Mind,Dan + Shay,Country,2025,174632,86,1031.5,0.543,0.665,0.207,0.258,0.292,0.154,92,D#,Maior,Sim,Independent
TRK04589,Dance,Sabrina Carpenter,Pop,2025,267009,90,1166.4,0.844,0.604,0.644,0.266,0.153,0.078,120,B,Maior,Não,Columbia Records
TRK04590,Together,Charlie Puth,Pop,2020,179020,44,419.0,0.695,0.659,0.59,0.081,0.284,0.178,88,B,Menor,Sim,Republic Records
TRK04591,Goodbye Better Rain,Justin Bieber,Pop,2018,222717,69,843.6,0.71,0.56,0.653,0.016,0.177,0.084,123,D,Maior,Não,Independent
TRK04592,Yesterday Mind Need,Kendrick Lamar,Hip-Hop,2023,211379,100,1307.0,0.709,0.659,0.835,0.418,0.092,0.235,98,B,Maior,Sim,Atlantic Records
TRK04593,Dance Tonight Crazy,Harry Styles,Pop,2018,152126,73,873.2,0.634,0.63,0.683,0.388,0.059,0.106,117,C#,Maior,Não,Interscope
TRK04594,Lonely Nothing Sunshine,MGMT,Indie,2014,154471,34,401.9,0.75,0.736,0.495,0.378,0.242,0.21,99,F,Maior,Sim,RCA Records
TRK04595,Paradise Believe Always,Lil Wayne,Hip-Hop,2011,240020,66,858.2,0.785,0.604,0.421,0.421,0.045,0.16,84,C,Maior,Sim,Def Jam
TRK04596,Crazy Star,Adele,Pop,2025,197381,68,768.8,0.68,0.629,0.913,0.231,0.062,0.419,120,F,Maior,Não,Independent
TRK04597,Heart Better,The Weeknd,R&B,2024,222100,62,737.5,0.761,0.482,0.521,0.203,0.1,0.12,85,G#,Menor,Sim,Republic Records
TRK04598,Suelta,Bad Bunny,Latin,2024,301902,63,752.4,0.698,0.903,0.467,0.316,0.15,0.272,132,C,Menor,Não,Columbia Records
TRK04599,Nothing Moon,Marshmello,Electronic,2013,276076,39,559.3,0.708,0.99,0.588,0.257,0.036,0.216,115,G,Menor,Sim,Def Jam
TRK04600,Sky Love Soul,Foo Fighters,Rock,2025,257342,62,713.9,0.609,0.689,0.802,0.488,0.15,0.036,111,C,Menor,Não,Independent
TRK04601,Fire Hold,Red Hot Chili Peppers,Rock,2019,121420,63,697.3,0.631,0.576,0.308,0.294,0.284,0.116,120,F,Maior,Não,Capitol Records
TRK04602,Never Believe,Katy Perry,Pop,2022,238684,100,1062.1,0.629,0.663,0.606,0.596,0.178,0.329,134,G,Maior,Não,Def Jam
TRK04603,God's Menu,TWICE,K-Pop,2016,184483,53,655.2,0.844,0.907,0.561,0.289,0.107,0.357,127,C#,Maior,Não,Warner Music
TRK04604,Beautiful,Olivia Rodrigo,Pop,2022,226023,54,724.5,0.808,0.693,0.619,0.202,0.236,0.178,140,D#,Menor,Sim,Warner Music
TRK04605,Us Lonely,Katy Perry,Pop,2025,178543,69,705.1,0.727,0.773,0.389,0.083,0.372,0.153,115,A,Maior,Sim,Universal Music
TRK04606,Fire Everything,Travis Scott,Hip-Hop,2020,183351,66,751.7,0.85,0.649,0.552,0.223,0.081,0.151,108,A#,Menor,Sim,Columbia Records
TRK04607,Today Alone,Bryson Tiller,R&B,2018,183215,63,660.3,0.688,0.449,0.568,0.427,0.12,0.045,107,A#,Menor,Não,Sony Music
TRK04608,Mind Always Dark,J. Cole,Hip-Hop,2025,103125,69,763.4,0.849,0.661,0.357,0.276,0.288,0.529,86,D#,Maior,Sim,Capitol Records
TRK04609,Forever Maybe,Shawn Mendes,Pop,2022,171282,53,684.4,0.629,0.511,0.492,0.194,0.304,0.075,116,E,Menor,Não,Independent
TRK04610,Together Shadow,David Guetta,Electronic,2017,174490,56,733.9,0.722,0.857,0.321,0.364,0.314,0.161,107,C#,Maior,Não,Sony Music
TRK04611,Suelta Loco,Tego Calderón,Reggaeton,2015,193114,72,897.5,0.864,0.948,0.754,0.311,0.044,0.13,114,F#,Maior,Sim,Interscope
TRK04612,Angel Mind,Martin Garrix,Electronic,2022,287621,34,403.9,0.632,0.872,0.666,0.296,0.5,0.197,114,C#,Menor,Não,Interscope
TRK04613,Maybe,Dua Lipa,Pop,2020,125170,74,926.7,0.683,0.665,0.534,0.088,0.3,0.056,118,C#,Menor,Não,Interscope
TRK04614,Memories,Florida Georgia Line,Country,2016,179797,37,423.1,0.602,0.671,0.45,0.338,0.125,0.151,137,G#,Maior,Não,Warner Music
TRK04615,Shining Maybe,J. Cole,Hip-Hop,2015,186395,61,802.6,0.738,0.649,0.561,0.356,0.146,0.207,93,G,Menor,Não,Capitol Records
TRK04616,Hello Forever,Khalid,R&B,2020,168321,76,934.6,0.614,0.545,0.517,0.217,0.16,0.314,73,A#,Maior,Não,RCA Records
TRK04617,Shine Better Light,Diplo,Electronic,2014,204797,33,435.3,0.755,0.843,0.862,0.227,0.02,0.095,149,G,Maior,Não,Def Jam
TRK04618,Closer Hold,Giveon,R&B,2014,214742,43,553.7,0.606,0.525,0.37,0.604,0.192,0.167,82,A#,Maior,Não,Def Jam
TRK04619,Dance Laugh,Katy Perry,Pop,2012,296130,44,387.0,0.635,0.655,0.408,0.106,0.115,0.045,110,F#,Menor,Não,Republic Records
TRK04620,Us Falling,Adele,Pop,2024,188746,41,442.2,0.621,0.732,0.501,0.046,0.058,0.18,96,D,Menor,Não,Capitol Records
TRK04621,Feel We,Lil Wayne,Hip-Hop,2025,231690,83,1057.0,0.602,0.616,0.688,0.371,0.211,0.134,93,B,Maior,Sim,Independent
TRK04622,Tomorrow Everything Believe,Summer Walker,R&B,2024,209120,43,412.6,0.604,0.607,0.382,0.18,0.083,0.15,81,F,Maior,Não,Warner Music
TRK04623,Love Us,Glass Animals,Indie,2025,171917,83,1032.6,0.735,0.658,0.386,0.073,0.253,0.313,70,C#,Menor,Não,Independent
TRK04624,Forever Stay,Maroon 5,Rock,2016,209822,65,771.3,0.356,0.646,0.638,0.549,0.18,0.183,114,D,Maior,Não,Atlantic Records
TRK04625,Paradise Hold,21 Savage,Hip-Hop,2019,257654,59,678.3,0.809,0.552,0.254,0.496,0.382,0.07,112,F#,Maior,Não,Warner Music
TRK04626,Wild Closer Young,Muse,Rock,2021,177866,64,767.6,0.477,0.761,0.497,0.206,0.128,0.03,124,E,Menor,Não,Columbia Records
TRK04627,Shining,J. Cole,Hip-Hop,2017,158274,66,856.1,0.82,0.597,0.464,0.022,0.108,0.055,75,E,Maior,Sim,Republic Records
TRK04628,Hold Heaven Body,Ariana Grande,Pop,2011,195020,40,459.4,0.725,0.693,0.719,0.11,0.476,0.247,136,A,Menor,Não,Atlantic Records
TRK04629,Crazy Apart,OneRepublic,Rock,2020,156361,58,780.0,0.486,0.754,0.766,0.31,0.207,0.137,95,D,Menor,Não,Capitol Records
TRK04630,Better,Lil Wayne,Hip-Hop,2018,208188,73,858.9,0.806,0.599,0.719,0.354,0.324,0.163,100,C#,Maior,Sim,Sony Music
TRK04631,Fiesta Corazón,Zion & Lennox,Reggaeton,2015,201674,52,578.5,0.682,0.966,0.446,0.369,0.29,0.102,109,E,Maior,Não,Atlantic Records
TRK04632,Free Paradise Never,Disclosure,Electronic,2011,178745,56,680.4,0.711,0.857,0.469,0.187,0.219,0.046,133,A#,Menor,Não,Republic Records
TRK04633,Better,Cardi B,Hip-Hop,2023,190673,57,686.9,0.489,0.548,0.856,0.544,0.351,0.34,87,C,Menor,Não,Republic Records
TRK04634,Yours Alone,Kendrick Lamar,Hip-Hop,2013,156266,84,1034.0,0.613,0.761,0.518,0.188,0.188,0.061,94,E,Menor,Sim,Capitol Records
TRK04635,Sky Hold,Zach Bryan,Country,2016,237348,56,732.4,0.611,0.497,0.384,0.454,0.094,0.145,109,G#,Maior,Não,Def Jam
TRK04636,Alone Dance,21 Savage,Hip-Hop,2024,241792,88,1085.1,0.687,0.711,0.411,0.221,0.176,0.283,96,E,Menor,Sim,Capitol Records
TRK04637,Loco,Wisin & Yandel,Reggaeton,2021,270231,41,407.2,0.738,0.812,0.502,0.278,0.135,0.469,116,F#,Maior,Não,Independent
TRK04638,Alone,21 Savage,Hip-Hop,2025,231394,100,1114.4,0.867,0.816,0.457,0.122,0.109,0.252,112,C,Menor,Sim,Atlantic Records
TRK04639,Stay Dance Mine,Green Day,Rock,2025,235397,77,790.7,0.622,0.747,0.536,0.474,0.232,0.039,162,D#,Menor,Não,RCA Records
TRK04640,Rain,Maren Morris,Country,2020,254175,93,1074.2,0.623,0.427,0.617,0.122,0.146,0.086,97,G,Maior,Não,Sony Music
TRK04641,Alone Angel Never,Imagine Dragons,Rock,2017,244141,84,1041.7,0.515,0.821,0.598,0.231,0.196,0.265,136,C,Maior,Não,Sony Music
TRK04642,Love Sunshine,Dua Lipa,Pop,2020,131855,64,803.2,0.64,0.779,0.226,0.089,0.451,0.236,85,C,Maior,Sim,Republic Records
TRK04643,Wild,Jason Aldean,Country,2013,175157,63,781.9,0.394,0.693,0.512,0.48,0.633,0.263,127,A,Menor,Não,Def Jam
TRK04644,Sunshine Stay,Glass Animals,Indie,2011,246567,48,556.8,0.58,0.842,0.598,0.643,0.238,0.118,144,F#,Maior,Sim,Warner Music
TRK04645,Rain Yours,21 Savage,Hip-Hop,2020,224011,59,631.5,0.898,0.777,0.654,0.436,0.537,0.21,96,A,Menor,Não,Universal Music
TRK04646,Te Quiero,Rauw Alejandro,Latin,2025,186415,67,852.8,0.876,0.667,0.587,0.421,0.199,0.155,111,C,Maior,Não,Atlantic Records
TRK04647,Sunshine Paradise,Eminem,Hip-Hop,2020,189323,86,926.6,0.618,0.697,0.64,0.364,0.133,0.252,109,G,Maior,Sim,Interscope
TRK04648,Lonely Anywhere,Mac Miller,Indie,2025,183824,73,764.5,0.638,0.501,0.649,0.325,0.075,0.295,159,F,Menor,Não,Sony Music
TRK04649,Tears Angel,Charlie Puth,Pop,2022,106038,64,694.4,0.708,0.925,0.718,0.173,0.073,0.252,102,A#,Menor,Não,Def Jam
TRK04650,Loco Sola,Karol G,Latin,2016,272459,27,297.1,0.835,0.852,0.466,0.299,0.109,0.14,116,C,Menor,Não,Warner Music
TRK04651,Tears Lonely Higher,Post Malone,Hip-Hop,2018,242648,51,626.8,0.813,0.813,0.682,0.381,0.2,0.26,72,C,Menor,Sim,Interscope
TRK04652,Fire,Cardi B,Hip-Hop,2012,211101,54,764.7,0.839,0.526,0.252,0.172,0.063,0.02,105,A,Menor,Sim,Columbia Records
TRK04653,Loca,Rosalía,Latin,2023,228047,48,585.7,0.792,0.79,0.504,0.565,0.075,0.317,118,D#,Maior,Não,Atlantic Records
TRK04654,Imposible Bésame,Plan B,Reggaeton,2021,182011,66,728.8,0.861,0.8,0.4,0.451,0.51,0.137,132,G#,Menor,Sim,Capitol Records
TRK04655,Heart Cry Somewhere,H.E.R.,R&B,2018,133967,100,1141.8,0.55,0.447,0.541,0.259,0.182,0.112,103,A#,Menor,Não,Republic Records
TRK04656,Moon,Keith Urban,Country,2020,103896,33,381.7,0.496,0.637,0.411,0.356,0.255,0.197,124,D,Maior,Não,Columbia Records
TRK04657,Memories Us,Bruno Mars,Pop,2012,194900,62,814.9,0.626,0.806,0.99,0.597,0.358,0.216,97,F#,Menor,Não,Warner Music
TRK04658,Bright,The 1975,Indie,2016,209895,61,644.0,0.412,0.278,0.347,0.199,0.155,0.231,134,D,Menor,Não,Universal Music
TRK04659,Light,Eminem,Hip-Hop,2021,207852,81,1009.6,0.658,0.598,0.834,0.186,0.101,0.074,84,A,Maior,Não,Columbia Records
TRK04660,Hold Goodbye,J. Cole,Hip-Hop,2015,184576,60,727.8,0.841,0.718,0.823,0.41,0.173,0.125,132,G,Menor,Sim,Atlantic Records
TRK04661,Suelta,Rauw Alejandro,Latin,2021,246077,60,756.3,0.769,0.688,0.54,0.426,0.139,0.02,111,F#,Menor,Não,Def Jam
TRK04662,Te Quiero Loco,Anitta,Latin,2013,218963,70,888.4,0.913,0.851,0.713,0.125,0.1,0.169,126,B,Menor,Não,Atlantic Records
TRK04663,Bésame,Manuel Turizo,Latin,2023,231670,71,958.2,0.759,0.691,0.56,0.254,0.243,0.02,117,F,Menor,Não,Warner Music
TRK04664,Crazy,Muse,Rock,2022,181227,82,1015.6,0.638,0.802,0.452,0.352,0.428,0.092,103,F,Maior,Não,Independent
TRK04665,Joy Free Cry,Glass Animals,Indie,2023,291194,69,792.6,0.311,0.369,0.88,0.221,0.252,0.125,99,F#,Menor,Não,Atlantic Records
TRK04666,Sun Paradise Pain,Kane Brown,Country,2021,221608,89,1126.3,0.648,0.685,0.73,0.287,0.124,0.274,114,D,Maior,Não,RCA Records
TRK04667,Angel Dream,Arcade Fire,Indie,2015,224558,56,662.3,0.499,0.662,0.594,0.449,0.778,0.035,111,G#,Menor,Sim,Def Jam
